Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
801–1000,University of Nova Gorica,Slovenia,34.5–38.1,29.4,17.4,43.2,27.4,92.0
801–1000,University of Regina,Canada,34.5–38.1,18.6,20.4,66.5,37.6,70.1
801–1000,University of Rhode Island,United States,34.5–38.1,27.8,21.5,58.1,51.6,52.6
801–1000,University of Roehampton,United Kingdom,34.5–38.1,22.1,21.8,55.9,29.3,86.5
801–1000,University of Rome III,Italy,34.5–38.1,25.5,26.5,54.8,58.1,42.7
801–1000,University of Salamanca,Spain,34.5–38.1,31.4,23.1,48.8,44.2,55.3
801–1000,University of Salento,Italy,34.5–38.1,26.0,20.7,59.0,49.1,34.3
801–1000,University of Salford,United Kingdom,34.5–38.1,19.7,15.3,62.5,53.7,84.2
801–1000,University of Sannio,Italy,34.5–38.1,27.2,15.4,60.9,44.3,29.3
801–1000,University of Savoie Mont Blanc,France,34.5–38.1,16.8,19.8,60.5,53.5,61.2
801–1000,University of Seoul,South Korea,34.5–38.1,31.3,29.2,40.9,45.9,38.0
801–1000,University of Seville,Spain,34.5–38.1,23.5,26.7,55.0,56.0,45.9
801–1000,University of Tabuk,Saudi Arabia,34.5–38.1,22.4,10.5,69.0,20.8,76.2
801–1000,University of Texas at El Paso,United States,34.5–38.1,26.6,30.4,44.0,39.8,45.6
801–1000,University of the Balearic Islands,Spain,34.5–38.1,26.2,16.4,56.6,41.2,51.5
801–1000,University of the Punjab,Pakistan,34.5–38.1,27.5,15.1,63.5,26.6,48.4
801–1000,University of the South Pacific,Fiji,34.5–38.1,15.0,17.3,62.2,29.8,76.4
801–1000,University of Tunis El Manar,Tunisia,34.5–38.1,44.5,25.4,29.7,66.5,54.9
801–1000,"University of Veterinary and Animal Sciences, Lahore",Pakistan,34.5–38.1,21.3,16.3,68.0,46.1,53.6
801–1000,University of Vic – Central University of Catalonia,Spain,34.5–38.1,21.8,13.4,73.3,21.1,59.7
801–1000,University of Vigo,Spain,34.5–38.1,23.9,19.8,60.0,57.7,49.0
801–1000,University of Westminster,United Kingdom,34.5–38.1,18.7,16.8,58.5,46.8,88.1
801–1000,University of Wolverhampton,United Kingdom,34.5–38.1,19.2,14.9,60.2,48.1,80.3
801–1000,Urmia University,Iran,34.5–38.1,29.8,22.6,59.8,37.4,43.0
801–1000,Wakayama Medical University,Japan,34.5–38.1,34.7,12.9,58.1,61.8,19.8
801–1000,Waseda University,Japan,34.5–38.1,33.8,27.1,42.7,66.4,54.3
801–1000,Wenzhou Medical University,China,34.5–38.1,18.2,15.5,70.5,46.9,39.7
801–1000,Wilfrid Laurier University,Canada,34.5–38.1,15.6,20.2,55.2,61.4,67.2
801–1000,Yıldız Technical University,Turkey,34.5–38.1,28.0,28.2,47.4,67.5,39.8
801–1000,Yuan Ze University,Taiwan,34.5–38.1,19.8,26.2,46.8,79.5,53.5
801–1000,Zahedan University of Medical Sciences,Iran,34.5–38.1,41.0,11.1,61.7,18.8,23.2
801–1000,Zhejiang Gongshang University,China,34.5–38.1,21.0,13.2,69.4,39.8,38.5
1001–1200,"Adam Mickiewicz University, Poznań",Poland,30.7–34.4,19.6,30.7,44.4,32.3,38.1
1001–1200,AGH University of Krakow,Poland,30.7–34.4,27.6,21.3,38.5,69.0,32.6
1001–1200,Ahmadu Bello University,Nigeria,30.7–34.4,23.1,12.4,55.7,19.8,40.9
1001–1200,Ain Shams University,Egypt,30.7–34.4,26.8,16.4,46.2,39.4,53.2
1001–1200,Al-Baha University,Saudi Arabia,30.7–34.4,19.3,8.5,54.4,17.8,75.3
1001–1200,Al-Balqa Applied University,Jordan,30.7–34.4,13.1,15.5,61.3,28.2,45.1
1001–1200,Alexandria University,Egypt,30.7–34.4,19.2,18.6,59.5,29.9,52.6
1001–1200,Al-Zaytoonah University of Jordan,Jordan,30.7–34.4,12.5,16.6,59.5,17.9,70.8
1001–1200,"Amity University Rajasthan, Jaipur",India,30.7–34.4,23.6,12.5,65.6,17.4,30.4
1001–1200,Anadolu University,Turkey,30.7–34.4,26.1,11.0,60.0,20.6,33.1
1001–1200,Aswan University,Egypt,30.7–34.4,16.9,12.5,67.5,21.3,50.3
1001–1200,Atatürk University,Turkey,30.7–34.4,24.8,25.8,47.9,27.2,32.9
1001–1200,Ateneo de Manila University,Philippines,30.7–34.4,30.1,10.8,57.0,24.4,33.4
1001–1200,Athens University of Economics and Business,Greece,30.7–34.4,18.2,23.5,52.6,62.9,44.9
1001–1200,Austral University,Argentina,30.7–34.4,24.6,11.5,54.2,23.7,52.7
1001–1200,Azarbaijan Shahid Madani University,Iran,30.7–34.4,19.7,12.1,65.5,19.0,31.7
1001–1200,Bahauddin Zakariya University,Pakistan,30.7–34.4,20.1,12.9,63.5,21.6,48.5
1001–1200,Bahria University,Pakistan,30.7–34.4,13.7,10.2,72.2,25.7,49.3
1001–1200,Bangladesh Agricultural University (BAU),Bangladesh,30.7–34.4,24.4,9.6,60.1,22.1,49.4
1001–1200,Bangladesh University of Engineering and Technology,Bangladesh,30.7–34.4,22.5,16.4,62.2,33.1,31.6
1001–1200,Bartin University,Turkey,30.7–34.4,12.0,15.1,75.0,17.0,36.2
1001–1200,Benha University,Egypt,30.7–34.4,15.5,9.7,66.8,21.0,48.7
1001–1200,Beni-Suef University,Egypt,30.7–34.4,21.0,10.6,59.4,21.4,53.4
1001–1200,Birla Institute of Technology,India,30.7–34.4,24.8,17.9,56.9,41.0,20.0
1001–1200,Bowling Green State University,United States,30.7–34.4,23.1,14.3,57.2,39.7,30.0
1001–1200,BRAC University,Bangladesh,30.7–34.4,14.1,11.7,71.4,19.1,41.3
1001–1200,Brno University of Technology,Czechia,30.7–34.4,25.1,17.9,37.8,72.6,60.4
1001–1200,Cardiff Metropolitan University,United Kingdom,30.7–34.4,18.7,13.7,45.8,28.2,84.4
1001–1200,Central Michigan University,United States,30.7–34.4,29.1,16.6,50.9,45.6,34.5
1001–1200,Chiang Mai University,Thailand,30.7–34.4,28.6,19.4,46.5,52.2,39.9
1001–1200,Chiba University,Japan,30.7–34.4,33.3,20.4,42.8,68.5,34.4
1001–1200,Chittagong University of Engineering & Technology,Bangladesh,30.7–34.4,13.0,10.8,71.5,21.6,31.3
1001–1200,Chungbuk National University,South Korea,30.7–34.4,31.9,27.9,33.0,56.5,32.6
1001–1200,Chungnam National University,South Korea,30.7–34.4,29.7,29.9,36.0,76.0,25.5
1001–1200,Clarkson University,United States,30.7–34.4,32.1,18.0,38.4,63.7,64.4
1001–1200,Czech Technical University in Prague,Czechia,30.7–34.4,30.8,18.9,31.3,58.7,60.5
1001–1200,Damietta University,Egypt,30.7–34.4,16.9,9.1,70.2,18.7,46.9
1001–1200,Datta Meghe Institute of Higher Education & Research (Deemed to be University),India,30.7–34.4,26.6,10.2,59.1,19.4,36.6
1001–1200,Democritus University of Thrace,Greece,30.7–34.4,17.3,18.7,57.6,34.2,29.4
1001–1200,DIT University,India,30.7–34.4,14.8,12.4,71.6,16.5,25.9
1001–1200,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,30.7–34.4,20.8,15.8,61.4,21.6,17.8
1001–1200,"Dr D. Y. Patil Vidyapeeth, Pune",India,30.7–34.4,42.0,10.5,47.5,18.9,31.8
1001–1200,Edge Hill University,United Kingdom,30.7–34.4,18.3,13.9,60.5,27.2,56.8
1001–1200,European University of Madrid,Spain,30.7–34.4,22.5,10.2,58.9,17.6,62.9
1001–1200,Fayoum University,Egypt,30.7–34.4,17.1,11.3,65.8,22.2,47.0
1001–1200,Florida Agricultural and Mechanical University,United States,30.7–34.4,33.6,18.9,38.9,43.2,51.4
1001–1200,Fujian Agriculture and Forestry University,China,30.7–34.4,18.0,14.7,64.5,41.5,31.3
1001–1200,Fujita Health University,Japan,30.7–34.4,27.2,13.2,59.6,55.6,22.5
1001–1200,Galgotias University,India,30.7–34.4,19.5,9.4,70.8,17.3,23.7
1001–1200,Gdańsk University of Technology,Poland,30.7–34.4,18.8,18.6,52.4,53.5,39.4
1001–1200,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,30.7–34.4,19.1,15.8,60.5,33.7,50.6
1001–1200,GLA University,India,30.7–34.4,18.8,13.0,69.8,18.4,27.3
1001–1200,Government College University Lahore,Pakistan,30.7–34.4,17.6,17.3,55.8,22.0,51.2
1001–1200,Hakim Sabzevari University,Iran,30.7–34.4,15.7,12.0,65.9,18.5,41.5
1001–1200,Hamadan University of Medical Sciences (UMSHA),Iran,30.7–34.4,33.5,16.9,55.8,22.0,24.3
1001–1200,Hamamatsu University School of Medicine,Japan,30.7–34.4,32.1,18.4,42.4,60.3,24.4
1001–1200,Hangzhou Normal University,China,30.7–34.4,16.0,14.0,68.2,37.6,28.3
1001–1200,Hazara University Mansehra,Pakistan,30.7–34.4,18.1,11.9,68.3,16.5,48.9
1001–1200,Huaqiao University,China,30.7–34.4,15.6,14.4,51.3,40.4,70.4
1001–1200,Hungarian University of Agriculture and Life Sciences,Hungary,30.7–34.4,32.4,12.6,40.4,24.3,61.9
1001–1200,Icesi University,Colombia,30.7–34.4,23.7,10.4,56.8,17.9,40.4
1001–1200,IMT Nord Europe,France,30.7–34.4,33.0,29.0,22.8,64.5,71.8
1001–1200,Indian Institute of Technology Mandi,India,30.7–34.4,35.2,13.8,51.0,25.8,28.4
1001–1200,Indraprastha Institute of Information Technology Delhi,India,30.7–34.4,24.8,13.5,57.3,38.3,44.0
1001–1200,Inönü University,Turkey,30.7–34.4,24.1,10.5,63.6,19.1,22.4
1001–1200,Institute of Space Technology,Pakistan,30.7–34.4,19.7,11.2,63.3,21.0,47.9
1001–1200,Islamia College Peshawar,Pakistan,30.7–34.4,22.3,11.8,60.8,19.9,55.5
1001–1200,Islamic University of Madinah,Saudi Arabia,30.7–34.4,31.0,10.5,49.4,22.1,87.3
1001–1200,Istanbul Gelisim University,Turkey,30.7–34.4,10.7,9.4,74.2,15.9,61.2
1001–1200,Istanbul University-Cerrahpaşa,Turkey,30.7–34.4,27.0,21.5,40.6,58.5,26.2
1001–1200,İstinye University,Turkey,30.7–34.4,13.2,16.4,54.6,16.3,67.6
1001–1200,Iuliu Haţieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,30.7–34.4,25.8,11.5,51.8,28.4,49.4
1001–1200,Jadavpur University,India,30.7–34.4,36.1,16.3,45.3,48.1,19.5
1001–1200,Jeju National University,South Korea,30.7–34.4,32.5,20.8,36.9,40.8,32.5
1001–1200,Kanazawa University,Japan,30.7–34.4,34.7,20.0,34.5,72.1,34.4
1001–1200,Khon Kaen University,Thailand,30.7–34.4,30.3,16.4,41.4,46.4,35.9
1001–1200,Khulna University of Engineering and Technology (KUET),Bangladesh,30.7–34.4,13.6,9.4,80.2,21.4,33.4
1001–1200,Kore University of Enna,Italy,30.7–34.4,18.8,12.9,65.5,43.3,39.1
1001–1200,Kumamoto University,Japan,30.7–34.4,32.6,18.8,40.8,81.2,39.1
1001–1200,Kyoto Prefectural University of Medicine,Japan,30.7–34.4,33.9,16.2,50.8,68.3,20.1
1001–1200,Lakehead University,Canada,30.7–34.4,16.3,24.2,53.5,42.0,59.5
1001–1200,Landmark University,Nigeria,30.7–34.4,17.3,18.6,60.5,20.7,32.7
1001–1200,Maharishi Markandeshwar University (MMU),India,30.7–34.4,27.1,10.0,56.5,18.4,32.6
1001–1200,Medical University of Bialystok,Poland,30.7–34.4,39.3,12.0,40.5,40.2,30.3
1001–1200,Medical University of Gdańsk,Poland,30.7–34.4,28.4,11.5,49.2,43.9,41.5
1001–1200,Medical University of Warsaw,Poland,30.7–34.4,27.7,13.2,48.2,46.0,32.8
1001–1200,Ming Chi University of Technology,Taiwan,30.7–34.4,18.9,27.9,45.9,67.5,33.7
1001–1200,Minia University,Egypt,30.7–34.4,18.8,9.5,65.6,21.6,49.9
1001–1200,Montana State University,United States,30.7–34.4,26.0,20.8,51.1,61.8,37.5
1001–1200,Multimedia University,Malaysia,30.7–34.4,24.2,19.5,36.8,74.3,52.3
1001–1200,National Central University,Taiwan,30.7–34.4,31.8,24.7,28.9,88.2,43.6
1001–1200,National Chung Hsing University,Taiwan,30.7–34.4,25.5,25.1,34.2,75.1,34.8
1001–1200,"National Institute of Technology, Raipur",India,30.7–34.4,27.2,13.8,66.0,23.4,16.6
1001–1200,National Taipei University of Technology,Taiwan,30.7–34.4,27.2,25.0,37.5,85.9,43.7
1001–1200,National University of Computer and Emerging Sciences,Pakistan,30.7–34.4,12.6,9.2,66.2,28.5,51.5
1001–1200,National University of Uzbekistan named after Mirzo Ulugbek,Uzbekistan,30.7–34.4,24.2,11.5,49.3,27.0,58.2
1001–1200,New Valley University,Egypt,30.7–34.4,21.9,8.2,68.2,17.3,48.3
1001–1200,Nippon Medical School,Japan,30.7–34.4,29.2,10.9,58.4,48.2,21.1
1001–1200,Northern Border University,Saudi Arabia,30.7–34.4,23.3,12.3,55.9,21.1,75.1
1001–1200,Northwest University (China),China,30.7–34.4,25.7,14.7,52.4,50.7,24.2
1001–1200,Oakland University,United States,30.7–34.4,26.2,16.4,47.2,46.8,38.9
1001–1200,Palacký University Olomouc,Czechia,30.7–34.4,23.3,24.8,44.9,39.4,60.4
1001–1200,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,30.7–34.4,33.2,19.5,40.7,58.6,36.4
1001–1200,Public University of Navarre,Spain,30.7–34.4,24.4,15.1,51.8,39.5,46.1
1001–1200,Riga Technical University,Latvia,30.7–34.4,25.9,24.1,32.9,52.6,63.3
1001–1200,Riphah International University,Pakistan,30.7–34.4,14.7,10.0,72.8,17.3,48.9
1001–1200,Rowan University,United States,30.7–34.4,29.0,12.7,47.8,38.6,39.0
1001–1200,Sahand University of Technology,Iran,30.7–34.4,27.8,14.7,51.5,47.5,25.2
1001–1200,San Diego State University,United States,30.7–34.4,22.1,12.4,62.1,56.4,36.0
1001–1200,Selçuk University,Turkey,30.7–34.4,25.8,24.3,37.9,67.5,32.4
1001–1200,Semnan University,Iran,30.7–34.4,27.3,13.8,52.6,29.2,25.6
1001–1200,Shahrood University of Technology,Iran,30.7–34.4,28.2,16.6,49.3,22.3,37.9
1001–1200,Shanghai Normal University,China,30.7–34.4,30.3,16.2,53.4,41.6,27.9
1001–1200,Shantou University,China,30.7–34.4,18.9,17.2,63.3,41.7,40.2
1001–1200,South Dakota State University,United States,30.7–34.4,26.0,17.8,46.9,40.1,37.0
1001–1200,SRM Institute of Science and Technology,India,30.7–34.4,23.2,12.1,58.3,25.4,26.2
1001–1200,Suez Canal University,Egypt,30.7–34.4,20.8,9.6,56.8,27.3,50.8
1001–1200,Suez University,Egypt,30.7–34.4,15.3,10.0,67.9,24.1,48.6
1001–1200,Taibah University,Saudi Arabia,30.7–34.4,14.3,10.6,58.4,20.3,75.8
1001–1200,Tallinn University,Estonia,30.7–34.4,25.1,24.3,43.6,22.1,59.9
1001–1200,Tanta University,Egypt,30.7–34.4,19.1,9.4,62.4,22.0,48.1
1001–1200,Technical University of Madrid,Spain,30.7–34.4,25.5,18.1,48.8,68.1,54.6
1001–1200,Technische Universität Ilmenau,Germany,30.7–34.4,33.2,22.4,33.7,76.9,63.6
1001–1200,Technological University Dublin,Ireland,30.7–34.4,17.9,13.7,48.4,55.7,64.3
1001–1200,The Hashemite University,Jordan,30.7–34.4,13.7,15.3,53.4,31.8,65.7
1001–1200,The New School,United States,30.7–34.4,28.8,14.9,47.2,27.3,61.9
1001–1200,Tokyo University of Agriculture and Technology,Japan,30.7–34.4,34.0,28.8,30.2,84.8,38.8
1001–1200,Toyota Technological Institute,Japan,30.7–34.4,27.8,20.2,44.6,71.5,35.3
1001–1200,Universidade Federal de Santa Catarina,Brazil,30.7–34.4,33.7,22.4,40.4,66.2,35.9
1001–1200,Universidad Peruana Cayetano Heredia,Peru,30.7–34.4,17.4,13.7,57.2,29.2,49.7
1001–1200,Université de Poitiers,France,30.7–34.4,30.1,25.6,32.0,43.0,62.8
1001–1200,Université d’Orléans,France,30.7–34.4,18.6,15.8,46.9,46.6,70.2
1001–1200,Universiti Malaysia Terengganu (UMT),Malaysia,30.7–34.4,18.4,21.1,52.8,36.7,57.5
1001–1200,Universiti Sultan Zainal Abidin,Malaysia,30.7–34.4,24.1,12.6,59.8,18.3,49.5
1001–1200,Universiti Tunku Abdul Rahman (UTAR),Malaysia,30.7–34.4,19.8,16.1,51.8,58.6,47.7
1001–1200,University of Algarve,Portugal,30.7–34.4,18.2,20.6,54.4,27.3,63.5
1001–1200,University of Alicante,Spain,30.7–34.4,26.1,21.3,46.9,56.4,40.9
1001–1200,University of Almería,Spain,30.7–34.4,21.6,19.9,48.7,30.8,44.6
1001–1200,University of Bedfordshire,United Kingdom,30.7–34.4,16.6,14.0,56.4,30.1,84.7
1001–1200,University of Belgrade,Serbia,30.7–34.4,22.4,27.8,50.0,37.6,41.5
1001–1200,University of Bergamo,Italy,30.7–34.4,17.4,22.0,52.5,31.1,37.4
1001–1200,University of Bisha,Saudi Arabia,30.7–34.4,19.9,8.6,63.4,16.6,74.3
1001–1200,University of Bucharest,Romania,30.7–34.4,22.9,22.6,51.4,26.4,28.3
1001–1200,University of Chile,Chile,30.7–34.4,25.6,21.3,48.3,55.8,49.6
1001–1200,University of Colombo,Sri Lanka,30.7–34.4,24.9,10.1,60.8,24.8,40.8
1001–1200,University of Deusto,Spain,30.7–34.4,20.4,23.7,47.5,38.8,47.5
1001–1200,University of Dhaka,Bangladesh,30.7–34.4,20.1,10.3,67.2,21.4,48.3
1001–1200,University of East London,United Kingdom,30.7–34.4,20.9,15.4,46.4,30.7,87.3
1001–1200,"University of Education, Lahore",Pakistan,30.7–34.4,10.7,9.3,69.5,16.1,50.5
1001–1200,University of Ghana,Ghana,30.7–34.4,17.3,25.5,44.8,44.1,49.5
1001–1200,University of Gloucestershire,United Kingdom,30.7–34.4,18.6,14.1,56.2,24.6,65.5
1001–1200,University of Hradec Králové,Czechia,30.7–34.4,21.0,15.6,52.9,22.5,62.8
1001–1200,University of Ibadan,Nigeria,30.7–34.4,30.1,13.4,57.8,20.9,42.5
1001–1200,University of Isfahan,Iran,30.7–34.4,28.6,18.0,45.3,34.0,36.1
1001–1200,University of Jeddah,Saudi Arabia,30.7–34.4,17.7,9.9,55.0,19.1,70.9
1001–1200,University of Kragujevac,Serbia,30.7–34.4,23.8,11.3,60.1,27.0,32.3
1001–1200,University of Kurdistan,Iran,30.7–34.4,15.2,15.4,69.9,24.5,39.5
1001–1200,University of la Costa,Colombia,30.7–34.4,13.7,10.1,68.8,18.6,54.9
1001–1200,University of Lagos,Nigeria,30.7–34.4,15.7,14.9,64.5,21.5,42.4
1001–1200,University of La Laguna,Spain,30.7–34.4,23.9,16.9,55.9,31.3,50.0
1001–1200,University of Latvia,Latvia,30.7–34.4,19.8,28.6,45.0,54.0,50.4
1001–1200,University of Mohaghegh Ardabili,Iran,30.7–34.4,22.3,18.4,62.6,20.0,38.1
1001–1200,University of Murcia,Spain,30.7–34.4,23.4,19.8,52.9,57.0,37.0
1001–1200,University of Northern British Columbia (UNBC),Canada,30.7–34.4,21.1,22.4,50.6,20.3,54.7
1001–1200,"University of Occupational and Environmental Health, Japan",Japan,30.7–34.4,28.3,11.7,51.5,50.3,22.1
1001–1200,University of Oviedo,Spain,30.7–34.4,29.3,18.4,48.4,42.9,40.8
1001–1200,University of Patras,Greece,30.7–34.4,17.4,18.4,56.1,69.3,34.7
1001–1200,University of Pécs,Hungary,30.7–34.4,40.9,18.7,35.2,39.0,57.4
1001–1200,University of Peshawar,Pakistan,30.7–34.4,19.7,12.3,64.7,26.8,47.8
1001–1200,University of Rajshahi,Bangladesh,30.7–34.4,14.8,9.7,75.7,20.6,40.6
1001–1200,University of Sargodha,Pakistan,30.7–34.4,19.8,12.9,58.7,19.1,48.6
1001–1200,University of Sfax,Tunisia,30.7–34.4,32.9,13.4,41.3,40.2,45.2
1001–1200,University of South Bohemia in České Budějovice,Czechia,30.7–34.4,23.3,17.7,50.4,23.2,54.8
1001–1200,University of South Dakota,United States,30.7–34.4,34.5,16.3,40.2,37.1,31.0
1001–1200,University of Sulaimani,Iraq,30.7–34.4,18.9,8.4,67.9,17.2,36.7
1001–1200,University of Szeged,Hungary,30.7–34.4,30.9,18.3,40.2,47.2,57.1
1001–1200,"University of Technology, Iraq",Iraq,30.7–34.4,24.7,9.9,65.8,22.9,24.3
1001–1200,University of the Aegean,Greece,30.7–34.4,19.1,22.5,49.0,78.6,32.3
1001–1200,"University of the Andes, Colombia",Colombia,30.7–34.4,23.8,21.0,47.6,36.3,58.9
1001–1200,University of the Azores,Portugal,30.7–34.4,21.3,19.8,56.1,19.2,49.3
1001–1200,University of the Free State,South Africa,30.7–34.4,21.7,20.0,49.3,34.3,51.4
1001–1200,University of Tours,France,30.7–34.4,29.5,16.4,43.7,46.6,61.9
1001–1200,University of West London,United Kingdom,30.7–34.4,20.5,10.0,52.1,18.9,90.8
1001–1200,University of Zaragoza,Spain,30.7–34.4,27.6,19.7,48.2,69.0,43.5
1001–1200,University of Žilina,Slovakia,30.7–34.4,26.2,19.6,44.3,35.5,34.3
1001–1200,Urmia University of Technology,Iran,30.7–34.4,11.7,15.2,66.0,20.2,31.0
1001–1200,Vilnius University,Lithuania,30.7–34.4,27.2,18.3,48.1,45.9,48.8
1001–1200,Yarmouk University,Jordan,30.7–34.4,22.7,13.8,52.6,24.9,57.0
1001–1200,Yaşar University,Turkey,30.7–34.4,21.6,12.0,57.4,18.9,43.0
1001–1200,Yokohama City University,Japan,30.7–34.4,28.0,10.8,60.2,64.2,29.0
1001–1200,Zagazig University,Egypt,30.7–34.4,15.7,10.2,68.6,34.5,49.1
1001–1200,Zanjan University of Medical Sciences,Iran,30.7–34.4,35.0,12.5,55.8,30.5,24.7
1001–1200,Zewail City of Science and Technology,Egypt,30.7–34.4,26.2,13.7,50.7,27.8,39.2
1001–1200,ZHAW Zurich University of Applied Sciences,Switzerland,30.7–34.4,22.6,17.0,46.7,60.3,71.9
1001–1200,Zhejiang University of Finance and Economics,China,30.7–34.4,13.7,12.9,69.7,31.6,28.5
1201–1500,Adolfo Ibáñez University,Chile,25.2–30.6,15.3,17.0,41.8,21.8,63.2
1201–1500,Aichi Medical University,Japan,25.2–30.6,29.5,14.2,44.0,47.6,22.3
1201–1500,Akdeniz University,Turkey,25.2–30.6,23.3,25.3,38.8,59.4,25.4
1201–1500,Al-Farabi Kazakh National University,Kazakhstan,25.2–30.6,29.4,11.9,24.2,18.3,86.3
1201–1500,Al-Hussein Bin Talal University,Jordan,25.2–30.6,11.2,11.1,49.3,18.9,48.1
1201–1500,American International University – Bangladesh,Bangladesh,25.2–30.6,12.1,9.2,57.8,23.1,31.3
